content,score,label_sentiment
not user friendly.... mau transaksi harus login beberapa kali dulu. SMS OTP sering lambat datangnya. banyak lagi kekurangan yg lainnya.,2,Negative
error ngga bisa di download,1,Negative
helpfull application,5,Positive
aplikasinya bad,1,Negative
token sms selalu ga dikirim.,1,Negative
tidak berfungsi,1,Negative
sering error,2,Negative
kurang cepat responsnya... 😢😢😢,4,Positive
Bad. Setelah update forced closed mulu. Heran sama bank satu ini. Kenapa ga coba mengembangkan aplikasi Online secara profesional?,1,Negative
Ribet banget mau ganti pin aja... Ngabisin pulsa...!!!,1,Negative
Iyah,5,Positive
gagal aktivasi mulu euy.,1,Negative
very helpful and user friendly,5,Positive
lbh gampang dr mobile banking yg lain..,5,Positive
cukuo memudahkan,5,Positive
sms token nggak muncul-muncul. tiap ulang transaksi kena potong pulsa lagi. worst internet banking application ever.,1,Negative
"aplikasinya ribet, lambat, mau gampang dan praktis malah jadi ribet.. tolong diperbaiki dong 😭😭",2,Negative
lemot,1,Negative
sangat mudah digunakan,5,Positive
"sering eror, lambat dapat soft token, belum efisien untuk pembayaran cepat",2,Negative
Udah 3 hari transfer status masih on. Process,2,Negative
Mutasi rekening nya pake acara mini segala.. butuh yg bisa cek perbulan.. jd ga ke pake aplikasi nya.. mau cek bulan lalu ngga bisa.. di aplikasi bank lain bisa cek sampe 6bulan terakhir.. tolong ditambahkan fitur nya.. nanti bintang aku tambah,1,Negative
Ayo pake bjb digi,5,Positive
Good,5,Positive
"Ternyataaaaa fitur mutasi rekening masih adaaaaa. Beda dgn aplikasi sblm update. Mutasi rekening kini dalam menu saldo, nanti klik no rek kamu, muncul deh mutasi rekening. Semoga membantu untuk yg lain..",5,Positive
"Knp tidak ada menu untuk lihat mutasi rekening ya? Di app mobile banking yg lain, ada smua menu utk lihat mutasi rekening...jd repot nih kl mau cek transferan...jgn pelit2 lah kasih fiturnya....",3,Neutral
Gak suka banget fitur yg sekarang di update eh malah mini statement nya ga ada.. padahal itu paling penting.... buat ngecheck keluar masuk saldo kita.... Skrg malah ada fitur transaksi favorite sama aktivitas user.. Gak penting bgt,3,Neutral
Like it,5,Positive
"Kenapa mini statement nya jadi gda.,padahal penting",3,Neutral
Kok fitur mini statement gak ada sih? Butuh banget padahal utk check arus masuk dan keluar akun saya. Mohon di Perbaiki. Di update ulang aplikasinya yg ada mini statement nya.,5,Positive
"Setelah update kok mini statement nya jd hilang, padahal penting banget itu.",3,Neutral
Kenapa sekarang tidak ada keterangan mutasi rekening? Hanya saldo saja????????????,3,Neutral
"di update malah jadi dikurangin fiturnya, mau cek arus keluar masuk uang jadi ga bisa, heran sama bank yg satu ini, ko ga mau ngembangin app mobile buat bisa bersaing sama bank lain",1,Negative
KEREN,5,Positive
Zonk,1,Negative
"Udah dpt kode verifikasi tp ngga bisa daftar bjb net, salah terus, error terus...harusnya bank besar sekelas bjb sudah fix dong programnya...tujuan ada bjb net kan utk memudahkan nasabah, bukannya mempersulit dan bikin malah kesal...tadinya liat testi nasabah lain yg kebanyakan kecewa, sy msh ngga percaya, ternyt mengalami sendiri...",2,Negative
Jelek,1,Negative
"Uninstall, aplikasi yang hanya dpat dipakai utk ngecek saldo doang. Transfer gagal mulu, kadang login pun susah.",1,Negative
Saya suka apk ini.. sangat membantu. Thank U...,5,Positive
Saya transfer pake rek bank lain jam berapapun lancar.. transfer pakai bjb digi saldo sudah kepotong tapi pas cek di mini statement transaksi gagal..telp ke call center jawabannya disuruh tunggu 14 hari kerja..cek aja saldo secara berkala katanya..ckckck..kecewa,1,Negative
Padahal pas mau aktivasi data nya sudah benar.. tapi kenapa gagal terus ?,1,Negative
"Selalu gagal buat transfer, padahal perlu banget karena dari rumah saya 
sangatt jauh ke bank atau atm. Tolong diperbaiki yaaa min. Semangattts 
🤗🤑😊",1,Negative
"Lemooooottt... Masak tiap kali buka aplikasi, diminta kode akses melulu. 
Performanya jauh bgt dibanding bank lainnya.. 😧",1,Negative
Kenapa soft token nya ga pernah muncul? Udah nunggu lama ttep ga ada,2,Negative
Fully Helply,5,Positive
"giman ini bjb transfer dr tgl 25/5 ampe skrg tdk jlas . ..dmn uangya..delay 
24 jam ok lah bs dipahami ini 6 hari...gjls di saldo udh kepotong di bank 
tujuan g masukayo dong diperbaiki...rugi waktu",1,Negative
"Gimana mau bersaing, yang lain Walau transfer beda bank delay gak sampai 24 
Jam, dari tanggal 25/5 sampai sekarang belum tuntas juga",1,Negative
Setelah di update susah untuk akses bjbnet,2,Negative
Ga bisa log in terus,1,Negative
"Errorrrr ga bisa log in,,",1,Negative
"Masih banyak kekurangan dalam aplikasinya, seperti susah melakukan transfer 
ke bank lain dan pembelian pulsa, mohon agar diperbaiki, terima kasih",2,Negative
"Semenjak update ga masuk browser awalnya seneng, ternyata udah beberapa 
hari transaksi gagal terus, alasanya soft token gagal dikirim. Tolong 
perbaiki, baru bintang 5.",1,Negative
Tidak bisa cetak saldo ke pdf,3,Neutral
"Nah gini dong upgrade, kan enak bjb net nya udah gak ke browser lg",4,Positive
Aplikasi tipu2. Cuma akhirnya harus transaksi lewat website juga. Useless alias ga berguna,1,Negative
masih ada yg harus di tambahkan,4,Positive
"Aplikasinya masih ketinggalan dari bank2 lain, masa harus dilemparkan lg ke web. Login aja ribet hrs masukin numerik dulu, padahal cukup username aja sama password.",1,Negative
Aplikasi mubadzir,1,Negative
Lasut,1,Negative
👍👍,5,Positive
Mobile app yg paling bagus menurut saya dari bank mandir*. Bjb digi sama dg BC@ mobile. Harus masuk lg ke browser. Semoga bisa diperbaiki..,4,Positive
"tak perlu berkata,. lihat aja komentar² di bawah ini ⬇",1,Negative
"Udah seminggu transaksi mbanking ga bisa. Kesalahan umum mulu. Padahal pulsa ada, sinyal ada. Parah gila!",1,Negative
This good,4,Positive
No added value for me,1,Negative
"Ayo dong... Developer nya buatin transaksi nya dalam apps, bukan lewat browser, malah kurang percaya kalo lewat browser",3,Neutral
"kenapa hrus dialihkan lgi ke browser.. sama aja bohong dong. ngapain ada kode akses kalo begitu kalo bisa langsung buka di browser. data saya juga jadinya tidak aman. alahkah baiknya kalo bjb digi emang aplikasi murni kaya bank lainnya. mohon diperbaiki, terimakasih",1,Negative
"Aplikasi aneh, cuman gaya2n maksain biar punya aplikasi mobile banking cek bjb net malah dialihkan ke website biasa, ga ada bedanya dengan kita buka inet banking di browser biasa, buat pihak pengembang tolong diperbaiki aplikasinya",1,Negative
"Sdh pernah nyoba tapi tb2 uname sm passwrd jd g trdftar, g bs log in. Ga bs monitoring tabungan dn tabungn ad yg ngebobol d bjb cab.084.",1,Negative
"Setiap cek saldo ga bisa terus, mohon diperbaiki",2,Negative
"aplikasi netbanking terburuk yg saya kenal... token lambat, dikasih durasi cuma 15 menit, pas nyampe udh kadaluarsa... buang2 pulsa aja, krn debet sms... mubadzir! efek nebeng browser, gampang idle saat multitasking pada single screen... pokoknya payah! saya malu dg aplikasi murah teknologi kyk gini... ampun dehh...",1,Negative
"malah jd k browser, ribet.",1,Negative
Udah daftar di teller smp bolak balik biar mudah TRX apa apa via aplikasi tetap aja 0. Buang2 pulsa doang sama berat2in RAM hp. Maaf ya saya uninstall. Ngga guna kepajang di HP. Ujung2nya hrs ke ATM juga. Merepotkan!,1,Negative
nice app,5,Positive
Agak ribet. Udah gitu aja.,2,Negative
Ga support kartu three,1,Negative
Usefull,5,Positive
Aplikasi nya simpel.. interface ok..,5,Positive
Sayangnya knp harus dilempar ke browser lg...ini jd cm kaya bookmark di browser jadinya...harusnya aplikasinya bisa stand alone kaya aplikasi m-banking bank sebelah,1,Negative
"Aplikasinya sangat membantu dalam memenuhi kebutuhan transaksi perbankan sehari-hari, semoga fitur-fiturnya kedepan lebih maju lagi dan tentunya canggih... 👌",5,Positive
Good,5,Positive
"Masih kedodoran (transfer gagal, kurang daya dukung menu thd kebutuhan nasabah), perlu banyak perbaikan.",1,Negative
coba dlu,4,Positive
Dicoba dulu aja ya..,3,Neutral
"Saya tidak trlalu suka memberi bintang kurang dari 3 dari sudut pandang objektif,, tapi utk aplikasi ini, atau mgkin hanya utk 'login' saja, krna sbnrnya saya di indirect-kan ke browser, bukan aplikasi murni,, saat saya akan transfer pun terhambat skali, pngiriman token hingga saat ini blm tiba, pdahal saya sudah mncobanya lbih dari 3x dngan kurun wktu 10 10 mnit, hasilnya saya batal transfer di saat yg sgt dibutuhkan.. saya sangat kecewa, sungguh, utk kapasitas sbgai sbuah bank , dgn kapital yg sya pikir besar, ini bukan aplikasi profesional bagi saya",2,Negative
"terima kasih bjb, sangat membantu saya bertransaksi non tunai dimanapun dan kapan pun",5,Positive
Harus dimutakhirkan klo ngedirect ke browser bisa2 lupa logout ada yg jail. Lebih baik langsung di aplikasi saja.,4,Positive
Mau tahu,5,Positive
Ok,5,Positive
Masih belum bagus,1,Negative
To admin : di app bjb Digi tolong di tambahkan menu untuk beli token PLN sy rasa nasabah lainnya juga sependapat . Sukses terus utk Bjb,4,Positive
Good,5,Positive
Mantappppppp,5,Positive
"Saya hanya menggunakan Internet banking, pada saat pembukaan Rekening di tawarkan internet banking dan mengunduh aplikasinya. Setelah saya unduh ternyata aplikasinya tetap saja menggunakan browser HP. Segera di update agar transaksi i-banking dapat di gunakan juga pada aplikasi seperti aplikasi Danamon, Mandiri dan Bank lainya.",1,Negative
aplication,5,Positive
tiap kali digunakan buat transfer gagal mulu gan...fix it ASAP...,2,Negative
Information,5,Positive
"Transaksi tidak dapat di proses terus, gak ada menu reset password atau forgot password mesti nelfon cs dulu baru bisa abis itu balik lagi ke bank buat ngambil kode akses cape deh gak praktisb",1,Negative
Donlod sudah ikuti instruksi utk aktivasinya sudah. Tp ket data anda tidak valid terus.. DATA sdh akurat 100%. Aneeh.. susah sekali aktivasinya. . Ada solusi hrs bgmn??,1,Negative
love it,5,Positive
"Lumayan... untuk developer: knp bjb net nya pindah ke browser, knp ga langsung webview di aplikasinya aja?! Mungkin akan lebih aman, dan ga akan ada history data login di browser bawaan. Fix yahhh...",5,Positive
"Bagus sih interfacenya dan sangat mudah digunakan, tapi untuk bjb net kalo bisa langsung aja diaplikasinya jangan di direct ke browser. Thanks..",3,Neutral
Aman nyaman dan menyenangkan thanks...,5,Positive
Good aps,5,Positive
hendra,2,Negative
Tambahkan Fitur Pembayaran Tagihan Listrik Pascabayar PLN,3,Neutral
simple aplikasinya...mempermudah penggunaan,3,Neutral
Simpel dan nyaman... Thanks,5,Positive
Sangat membantu nasabah yang menggunakan e-banking,5,Positive
ribet susah dan ga efektif mending jalan ke ATM,1,Negative
Aplikasi mudah digunakan,5,Positive
Aplikasi yg bagus. Memudahkan kami nasabah setia bjb 😍😍,5,Positive
pindah kompetitor saja,1,Negative
"Aplikasi berbasis android tapi majority menu nya musti masuk browser, biar apa? Point nya apa?",1,Negative
Oke,5,Positive
hrs bnyk blajar dr bank lain,1,Negative
Sms nya kemahalan beroh!!,1,Negative
"Interface sudah baik, mungkin apabila ditambahkan fitur2 pembayaran pajak dan langsung semua terverifikasi via nomor handphone lebih memudahkan pengguna.....",5,Positive
Transfer jd gampang ya,5,Positive
"Kalo buat penjual online sih ga bisa pake nih.. 1000 x 100 transaksi ya bukan untung malah BUNTUNG usahanya, belum termasuk admin transfer.. huft😓",1,Negative
"Can't  log in,,,always aplikasi stopped ...please help..",1,Negative
Ini ribet d password,2,Negative
"sekarang pembayaran pelayanan permohonan di kantor pertanahan menggunakan bjb, jika memungkinkan bisa menambah fitur pembayaran tersebut, terima kasih",3,Neutral
"Pake aplikasi tapi masuk browser juga, harus lihat soft token balik ke aplikasi sudah tutup lagi trus berulang kali sampe habis pulsa capedeehh hanya ada di mbanking bjb",1,Negative
"Untuk hp dengan dual sim, bermasalah. Dimana sms tidak bisa diterima sehingga transaksi tidak pernah selesai",5,Positive
Sangat memudahkan dalam banyak hal utk melakukan transaksi secara mobile.,5,Positive
Gk bisa d pake sama sekali. Tolong d perbaiki,1,Negative
Gak bisa login mulu ah ... Padahal awal2 lancar transaksinya,1,Negative
Sip,5,Positive
"Not comfortable to use, too complicated and cost your mobile account for every transaction.",1,Negative
Capee deeeh.... Uninstall,1,Negative
SMS nya mahal beneeeer...,1,Negative
Kereenn,5,Positive
Recommended for bjb user. Great app. Love it,5,Positive
bjb digi is easy to use,5,Positive
good,5,Positive
Lumayan,3,Neutral
The most interesting bjb mobile for customer bjb who need sms n internet banking recomended,5,Positive
Kalau pakai ponsel dual sim ga bisa buat kirim sms ya,2,Negative
Tolong disempurnakan untuk layanan pembayaran kartu kredit bjb-bni pada bjb sms digi,4,Positive
Cuma buat link ke browser.,1,Negative
"Memudahkan untuk penggunaan bjb sms, tidak perlu ketik format di sms lagi untuk melakukan transaksi apapun",5,Positive
"bjb digi...bjb go bjb yes, bank bjb semakin maju............ Bigger,Stronger,Better",4,Positive
Cant do nothin with it.. Always Transaksi tidak dapat di proses.. :(,2,Negative
Memudahkan nasabah utk bertransaksi. Semoga k depannya bisa lebih ditingkatkan fitur aplikasinya.,5,Positive
Go bjb go spirit,5,Positive
Huft,1,Negative
"Awal yang bagus, kedepan nya harus lebih baik lagi.. Semangat :)",4,Positive
Hanya jalan pintas saja,1,Negative
I think this program is very good,5,Positive
"Ini aplikasi sangat tidak penting, buat apa buka aplikasi toh di direct ke browser juga...kalo belum bisa bikin aplikasi jgn maksain, ngeribetin nasabah.",1,Negative
"Untuk apa pake aplikasi ini kalo kita bisa buka d browser, jadi useless aplikasi nya..",1,Negative
"Pin yang didaftarkan tercantum dalam sent item di sms.jika ada orang lain yang membaca sms tsb, maka rekening bisa dibobol dengan menggunakan sms banking. Tolong perbaiki. Contoh aplikasi bank lain.",1,Negative
Pokok e.. MANTEp pOLLLLLL !!!,5,Positive
Terlalu berbelit belit... bjbnet nya misah k browser bukan d bjb digi nya... sama aja boong...!! Belajar dulu ama bank laen bikin programnya...,1,Negative
Mantap lah bjb teh bank jawa barat banten indonesia..bisa harus bisa pasti bisa sabisa bisa kudu bisa..,5,Positive
"Dear bank bjb, sudah seminggu ini saya tidak bisa melakukan transaksi melaui ib, seperti isi pulsa transfer dsb. tolong perbaiki.. thanks 😊",2,Negative
BJBNET ternyata hanya launcher,2,Negative
"Plis info, ini legal gak",3,Neutral
"gabisa login di chrome mozilla dll, developernya gimana nih?  gabisa masuk masuk, servernya atau apanya nih?",1,Negative
Help full,5,Positive
Ok,5,Positive
Sangat terbantu,5,Positive
"Masa bjb net nya dipisah, kenapa gak sekalian include",1,Negative
Telah lama di tunggu. saya banyak terbantu dalam transaksi harian saya,5,Positive
quite helpfull,5,Positive
SMS banking-nya bertarif cukup mahal. Bisakah gratis atau minimal tarifnya reguler saja?,2,Negative
Sukses bjb..😚,5,Positive
Ok,5,Positive
Thanks for this app. U wiil use,5,Positive
Sucks,1,Negative
"dikira aku ngandelin kuota aja, taunya pake pulsa .. fiuuj",1,Negative
"Hari gini nggak bisa buat beli token PLN? Di update lagi ya, dan akan saya rubah menjadi bintang 5.",3,Neutral
"It was good at first. Later on, I activated my BJB net banking, but the transaction cannot be processed. It keeps saying ""soft token can't be delivered"". Fix it, then we will talk again about giving you five stars.",2,Negative
Good,5,Positive
One step a head,5,Positive
"Keren, sukses terus bank bjb! :)",5,Positive
sangat membantu ... thanks,5,Positive
Aplikasi ini memberikan interface yang memudahkan untuk kebutuhan transaksi harian.. kalo bole usul dikembangkan juga dgn platform java spy bisa menjangkau beragam gadget lain. Sms notifikasi transaksi berhasil mohon diadakan dlm inbox sms ya.,5,Positive
Ini sih cmn shortcut untuk masuk ke Web bjb.....,1,Negative
"Ini yg d tggu""..",4,Positive
Sip,5,Positive
Ternyata hanya shortcut saja bukan aplikasi… sangat kecewa,1,Negative
4 stars for shortcut,4,Positive
"Semakin beragam dan memudahkan pelayanannya, tapi sayang e-banking nya masih harus menggunakan browser, mudah2an ke depannya tidak perlu menggunakan browser lagi",4,Positive
Bjb go...,4,Positive
Superb,5,Positive
"Ui belum user friendly, bjb net masih berupa shortcut ke ib bank lewat browser...maju terus bjb digi",4,Positive
Interface yg oke dengan fitur yg mantabhh..,5,Positive
Love it,5,Positive
"Not recommend to download. When I used bjb sms banking, I always failed to enter my pin even it was already right one. And now,, my account has blocked. If i want to use Bjb net banking, it always has a maintenance. Really poor application.",1,Negative
Aplikasinya bagus,5,Positive
Kenapa ya saya gabisa buka appnya? Apa saya harus ke cs dulu untuk konfirmasi? Atau bagaimana??,2,Negative
Terbaikkkk..,5,Positive
GO bjb GO.. mantaps gaaaaaaan,5,Positive
Good,5,Positive
Sipp (y) good,5,Positive
Akhirnya lunching jg nih... transaksi bisa lebih mudah dan cepat...,5,Positive
"E-banking masuk ke browser mobile itu kurang aman, smsbanking lebih cepat melalui sms biasa daripada melalui app, tolong fokus pengembangannya, semangat",2,Negative
Syiippppp... lebih sip sip lagi kalo ada fitur untuk bisa melihat rekening koran 3 bulan terakhir,5,Positive
Nice,5,Positive
"Keren bank bjb.. bank bjb more bigger, stronger and better..",5,Positive
"Akhirnya, aplikasi yang diharapharapkan launching jg. Terima kasih dari bank bjb",5,Positive
"Wonderful... bjb is going bigger,stronger and better",5,Positive
Very usefull app thanks love it,5,Positive
Bjb digi :),5,Positive
"Setelah hampir 5 tahun menjadi nasabah BJB, akhirnya muncul juga aplikasi yang ditunggu2.. Tampilannya cukup bagus, cukup mudah digunakan dan transaksi online  cukup lancar.. Sedikit disayangkan bjb net masih terhubung ke website dg menggunakan internet browser.. Mau tidak mau saya jd membandingkan dg aplikasi Mandiri Mobile dimana transaksi lgsg dilakukan di aplikasi tanpa harus masuk ke browser lg.. Overall aplikasi ini cukup membantu..",3,Neutral
Improve terus aplikasinya....,5,Positive
bjb go bjb yes ^^,5,Positive
Congratulation bjb!! Selamat yaaa,5,Positive
Untuk lebih mempermudah layanan pada nasabah di seluruh Indonesia. Transaksi dapat dilakukan kapanpun dan dimanapun. Di luar negeri juga bisa.,5,Positive
"Highly appreciated for Dev. Team but still many things to do, i.e. not just a shortcut for ibank, keep good work guys cheers :)",3,Neutral
I guess it's more than enough.. at least for now ^^,5,Positive
Love this app!! Very helpfull.. 😚,5,Positive
Memudahkan bagi nasabah,5,Positive
"Thx bank bjb, app keren bingits 😙",5,Positive
Halah...cm short cut doang,5,Positive
Mantap,5,Positive
Nice good,3,Neutral
Wooo.... nice bos...,5,Positive
Mobile Banking from bank bjb,5,Positive
Like it,5,Positive
Sekarang bjb udah masuk e banking mungkin kedepannya apps bjb digi nya dikembangkan lebih baik lagi dari segi fiturnya.,3,Neutral
loved it very much..,5,Positive
"Interfacenya kereen sangat user frendly, bigger better stronger bjb :)",5,Positive
App yg memudahkan bagi nasabah bank bjb.. Maju teruss bank bjb.. Bjb彡go! Bjb彡yes!,5,Positive
Mantab,5,Positive
Finally,5,Positive
"Finally... we must have, teruslah maju & bersaing, bjb the best!!!",5,Positive
"Yeeaaayy🙌🙌🙌akhirnya launching juga nih... Berguna bingiits, transaksi bs real time dan on time... Tengkyuu bjb😘 bjb go bjb yes... Gooo Spiiriiittt👍👍👍💪",5,Positive
"akhirnya nongol juga ,,, dah dicoba inet sama sms mantab",5,Positive
Mantap,5,Positive
Must have..,5,Positive
Kereeennnn..... 👍 👍 👍,5,Positive
"Cukup baik tampilan aplikasinya, fitur fitur yang ada sudah cukup mengakomodir kegiatan transaksi sehari hari. Pengembangan perlu terus dilakukan agar informasi yg ada dalam aplikasi tersebut tidak harus ditautkan dengan web bankbjb. Diharapkan kedepannya adanya aplikasi tersendiri bukan aplikasi yg mendirect link bjbnet.",4,Positive
Mantaaapp deh bjb,5,Positive
Keren mantap...maju terus bjb,5,Positive
Bjb go bjb yes,5,Positive
"Be professional, be responsive, be the best!",5,Positive
Transfer dll bisa dimana aja+ kapan aja.,5,Positive
Mantabbbbbb,5,Positive
Akhirnyaaaa ga kalah sma yg laenn...dan makin pede tentunya buat jualannya...Go SPIRIT!!!,5,Positive
Bjb paling keren kemanamana,5,Positive
Nice......sangat berguna dan tidak lemot,5,Positive
Akhirnya program ebanking bjb bisa diakses oleh seluruh nasabah bjb.. aplikasinya user friendly.. alias mudah digunakan.. Bravoo!,5,Positive
"Great,,,easier to get d'transactions with this app in everywhere i'm.. develop alwys.. Go!go!go! Spirit!!!",5,Positive
Fiturnya simple but really helpfull..me likeyy,5,Positive
Sesuatu dech... hehe,5,Positive
Keren,5,Positive
Mengucapkan Kerreeenn,5,Positive
Akhirnya... Makin PD lah saya kalo Ketemu Nasabah. bjb GO!!! bjb YES!!!,5,Positive
Aplikasi yg bermanfaat sesuai dgn tuntutan masyarakat saat ini... terimakasih bank bjb,5,Positive
"Bnr2 memudahkan, great job bjb!!",5,Positive
All Transaction In One Application!!,5,Positive
Four tumbs up for bank bjb,5,Positive
"Bagus aplikasinya, terus Maju bank bjb",4,Positive
Good,5,Positive
mantaaaaapppppp bingitttttt,5,Positive
very helpful application...,5,Positive
Yeaayyy.. keep up a good work.. aplikasi yg sangat membantu sekaliii.. thanks bjb..,5,Positive
Woo hoo.. finally :),4,Positive
Ayo kita support penuh bjb digi dng menggunakannya sehari,5,Positive
New App for e_channel bjb,5,Positive
Awesome!,5,Positive
Subhanallah mantap sekali aplikasi nya 😎😎,5,Positive
Cool app... Keep improving :-),5,Positive
Fitur ATM & Kantor Cabang nya keren!,5,Positive
GOOD APP^^,5,Positive
Easy use...mantap...development nya keren,5,Positive
Bigger Better Stronger!!!,5,Positive
Loved it,5,Positive
Keren aplikasinya!!!,5,Positive
Aplikasi yg berguna banget...dg aplikasi ini dunia serasa dalam genggaman. Go...bjb,5,Positive
Nice,5,Positive
Keren Abiiizzzzz Gaaan....ditunggu fitur2 unggulan berikutnya...bjb GO bjb YES,5,Positive
"Cukup bagus bu awalnya,, ayo kembangkan lagi",4,Positive
cool appls.. very helpfull.. lebih bagus interface nya,5,Positive
bjb nya makin kerennn,5,Positive
Mantap,5,Positive
Mantaps...bingits kalees,4,Positive
Asikk bisa transaksi online deehh... cihuuyyyy,4,Positive
"Siiipp..memudahkan bgt bwt akses nya..ga usah bingung"" dech..",5,Positive
fungsional dn keren...sippp....,4,Positive
Kereeeeennnnn,5,Positive
kerenn bingitts,4,Positive
